size,ijk_float,jki_float,kij_float,ijk_double,jki_double,kij_double
317,7.84153e+07,1.0362e+08,8.11972e+07,7.73601e+07,1.04426e+08,8.38576e+07
318,7.75905e+07,1.03588e+08,8.01591e+07,7.66e+07,1.05098e+08,8.06868e+07
319,7.73433e+07,1.04466e+08,8.01376e+07,7.88491e+07,1.05377e+08,8.34958e+07
320,7.99005e+07,1.05501e+08,9.09824e+07,8.65533e+07,1.06362e+08,9.67173e+07
321,7.94039e+07,1.06224e+08,8.33327e+07,7.9787e+07,1.06945e+08,8.62353e+07
322,8.06638e+07,1.06785e+08,8.24042e+07,7.97332e+07,1.06761e+08,8.28714e+07
323,8.23428e+07,1.08921e+08,8.73696e+07,8.12912e+07,1.1035e+08,8.84681e+07
324,8.2497e+07,1.10051e+08,8.38209e+07,8.2385e+07,1.10502e+08,8.53405e+07
325,8.27209e+07,1.10463e+08,8.83363e+07,8.21265e+07,1.11745e+08,8.85701e+07
326,8.29242e+07,1.10608e+08,8.6048e+07,8.40199e+07,1.11544e+08,8.92051e+07
327,8.43645e+07,1.12063e+08,8.84515e+07,8.40727e+07,1.12548e+08,9.09766e+07
328,8.25093e+07,1.11791e+08,8.43541e+07,8.5398e+07,1.13288e+08,8.50585e+07
329,8.2817e+07,1.13686e+08,8.99829e+07,8.49941e+07,1.15644e+08,9.12883e+07
330,8.77461e+07,1.16422e+08,8.9444e+07,8.67711e+07,1.16078e+08,8.92187e+07
331,8.84025e+07,1.17275e+08,9.53961e+07,8.76707e+07,1.17413e+08,9.43646e+07
332,8.85393e+07,1.17354e+08,9.53871e+07,8.57783e+07,1.18107e+08,8.82781e+07
333,8.88987e+07,1.17635e+08,9.52077e+07,8.9084e+07,1.18396e+08,9.50255e+07
334,8.79099e+07,1.18878e+08,9.11318e+07,8.9808e+07,1.20166e+08,9.07601e+07
335,9.17093e+07,1.20332e+08,9.53683e+07,9.43417e+07,1.21629e+08,9.74741e+07
336,9.28671e+07,1.21767e+08,9.16443e+07,9.19539e+07,1.22682e+08,9.73222e+07
337,9.28088e+07,1.23404e+08,9.86798e+07,9.27002e+07,1.22248e+08,1.02845e+08
338,9.25696e+07,1.24818e+08,9.94369e+07,9.40268e+07,1.25074e+08,9.9492e+07
339,8.96236e+07,1.23331e+08,1.00415e+08,9.09844e+07,1.25298e+08,1.00349e+08
340,9.35228e+07,1.25489e+08,1.00747e+08,9.25731e+07,1.27072e+08,9.67145e+07
341,9.59148e+07,1.26212e+08,1.07984e+08,1.05101e+08,1.27519e+08,1.13559e+08
342,9.516e+07,1.29373e+08,1.01557e+08,9.80427e+07,1.29861e+08,1.10127e+08
343,9.75673e+07,1.30771e+08,1.061e+08,9.77784e+07,1.30674e+08,1.06245e+08
344,9.95882e+07,1.29842e+08,1.00193e+08,9.70687e+07,1.3188e+08,9.9562e+07
345,9.80473e+07,1.30778e+08,1.0593e+08,1.03256e+08,1.31316e+08,1.06269e+08
346,9.9838e+07,1.32024e+08,1.0477e+08,9.74515e+07,1.32367e+08,1.03827e+08
347,1.00618e+08,1.33929e+08,1.07926e+08,1.01179e+08,1.36342e+08,1.10145e+08
348,1.02918e+08,1.35982e+08,1.05457e+08,1.02109e+08,1.37166e+08,1.04541e+08
349,1.03669e+08,1.36901e+08,1.07724e+08,1.02833e+08,1.38665e+08,1.11802e+08
350,1.01471e+08,1.37279e+08,1.06334e+08,1.01462e+08,1.38314e+08,1.0673e+08
351,1.0343e+08,1.37296e+08,1.1693e+08,1.01663e+08,1.3746e+08,1.12813e+08
352,1.04331e+08,1.39959e+08,1.10057e+08,1.07911e+08,1.40385e+08,1.19701e+08
353,1.07343e+08,1.41437e+08,1.13351e+08,1.07733e+08,1.43111e+08,1.17259e+08
354,1.09302e+08,1.44721e+08,1.20838e+08,1.10189e+08,1.45921e+08,1.15523e+08
355,1.16503e+08,1.44389e+08,1.16702e+08,1.08188e+08,1.45649e+08,1.22582e+08
356,1.10275e+08,1.45059e+08,1.15625e+08,1.07952e+08,1.47376e+08,1.11507e+08
357,1.08824e+08,1.47774e+08,1.16949e+08,1.10842e+08,1.49437e+08,1.19545e+08
358,1.11509e+08,1.48263e+08,1.16988e+08,1.11492e+08,1.49175e+08,1.1516e+08
359,1.12334e+08,1.48286e+08,1.18174e+08,1.11715e+08,1.49859e+08,1.19133e+08
360,1.11767e+08,1.4926e+08,1.11781e+08,1.10142e+08,1.50142e+08,1.16474e+08
361,1.14191e+08,1.49715e+08,1.20597e+08,1.1314e+08,1.52623e+08,1.221e+08
362,1.14795e+08,1.53202e+08,1.18583e+08,1.17579e+08,1.56507e+08,1.2108e+08
363,1.15541e+08,1.58699e+08,1.25313e+08,1.15526e+08,1.55978e+08,1.24622e+08
364,1.1479e+08,1.59677e+08,1.22935e+08,1.16052e+08,1.5565e+08,1.18445e+08
365,1.19377e+08,1.56966e+08,1.29165e+08,1.18022e+08,1.59598e+08,1.2905e+08
366,1.18256e+08,1.59774e+08,1.19921e+08,1.18721e+08,1.59523e+08,1.22552e+08
367,1.18497e+08,1.58156e+08,1.2478e+08,1.19667e+08,1.58483e+08,1.26284e+08
368,1.14656e+08,1.58953e+08,1.15542e+08,1.19346e+08,1.60434e+08,1.23688e+08
369,1.19351e+08,1.60286e+08,1.29776e+08,1.2042e+08,1.61154e+08,1.30838e+08
370,1.17173e+08,1.63142e+08,1.28494e+08,1.22523e+08,1.63012e+08,1.26142e+08
371,1.23993e+08,1.63667e+08,1.29151e+08,1.22908e+08,1.64361e+08,1.30209e+08
372,1.2417e+08,1.64992e+08,1.31312e+08,1.24008e+08,1.65251e+08,1.24081e+08
373,1.23647e+08,1.65045e+08,1.34361e+08,1.24303e+08,1.6638e+08,1.34502e+08
374,1.25195e+08,1.6551e+08,1.27281e+08,1.23405e+08,1.67048e+08,1.34633e+08
375,1.22373e+08,1.69214e+08,1.37197e+08,1.2428e+08,1.71094e+08,1.44469e+08
376,1.28631e+08,1.70652e+08,1.27866e+08,1.26567e+08,1.7248e+08,1.27896e+08
377,1.29751e+08,1.70996e+08,1.32931e+08,1.2871e+08,1.73338e+08,1.39168e+08
378,1.29545e+08,1.71489e+08,1.36655e+08,1.28958e+08,1.73124e+08,1.36847e+08
379,1.31412e+08,1.73141e+08,1.38766e+08,1.29684e+08,1.75156e+08,1.41937e+08
380,1.33370e+08,1.76111e+08,1.38035e+08,1.32039e+08,1.78031e+08,1.3488e+08
381,1.37887e+08,1.77233e+08,1.5746e+08,1.38113e+08,1.76201e+08,1.50762e+08
382,1.33217e+08,1.76855e+08,1.37255e+08,1.33741e+08,1.78328e+08,1.37801e+08
383,1.33759e+08,1.7855e+08,1.42203e+08,1.3116e+08,1.78571e+08,1.45276e+08
384,1.49087e+08,1.82858e+08,1.64509e+08,1.53471e+08,1.8258e+08,1.68057e+08
385,1.39315e+08,1.83143e+08,1.45431e+08,1.37408e+08,1.84291e+08,1.46905e+08
386,1.37347e+08,1.82445e+08,1.43038e+08,1.36414e+08,1.84085e+08,1.41035e+08
387,1.37689e+08,1.83756e+08,1.46146e+08,1.3654e+08,1.86071e+08,1.50518e+08
388,1.36988e+08,1.86302e+08,1.48198e+08,1.42539e+08,1.88462e+08,1.45405e+08
389,1.41841e+08,1.87472e+08,1.51894e+08,1.41525e+08,1.89322e+08,1.5351e+08
390,1.46826e+08,1.88343e+08,1.58873e+08,1.38753e+08,1.90236e+08,1.51504e+08
391,1.41951e+08,1.89726e+08,1.5025e+08,1.42932e+08,1.92379e+08,1.53814e+08
392,1.44173e+08,1.93677e+08,1.43648e+08,1.47528e+08,1.95424e+08,1.46815e+08
393,1.47512e+08,1.96536e+08,1.5636e+08,1.47577e+08,1.98562e+08,1.59666e+08
394,1.467e+08,1.95052e+08,1.53258e+08,1.48654e+08,1.95568e+08,1.52341e+08
395,1.45553e+08,1.96757e+08,1.56272e+08,1.49201e+08,1.99849e+08,1.57965e+08
396,1.47808e+08,2.01137e+08,1.54638e+08,1.49876e+08,2.01805e+08,1.57905e+08
397,1.5183e+08,2.0215e+08,1.61371e+08,1.51902e+08,2.02775e+08,1.6385e+08
398,1.48774e+08,1.99286e+08,1.55765e+08,1.50761e+08,2.02005e+08,1.57817e+08
399,1.52138e+08,2.02905e+08,1.64566e+08,1.51351e+08,2.05567e+08,1.67119e+08
400,1.54714e+08,2.05905e+08,1.56293e+08,1.51679e+08,2.04473e+08,1.63233e+08
401,1.57479e+08,2.05587e+08,1.65636e+08,1.55745e+08,2.08137e+08,1.67031e+08
402,1.54294e+08,2.07007e+08,1.62888e+08,1.51232e+08,2.07608e+08,1.64271e+08
403,1.57089e+08,2.07991e+08,1.69074e+08,1.56066e+08,2.1142e+08,1.7044e+08
404,1.57107e+08,2.1163e+08,1.64275e+08,1.58081e+08,2.14179e+08,1.65315e+08
405,1.60063e+08,2.13191e+08,1.69215e+08,1.56427e+08,2.12472e+08,1.72829e+08
406,1.56999e+08,2.12986e+08,1.63157e+08,1.57868e+08,2.14435e+08,1.67906e+08
407,1.61603e+08,2.14898e+08,1.73038e+08,1.57048e+08,2.18769e+08,1.75255e+08
408,1.63098e+08,2.17601e+08,1.62432e+08,1.59733e+08,2.18521e+08,1.65671e+08
409,1.6002e+08,2.15662e+08,1.72865e+08,1.63602e+08,2.1701e+08,1.76326e+08
410,1.66685e+08,2.19786e+08,1.83329e+08,1.81636e+08,2.22059e+08,1.83736e+08
411,1.73068e+08,2.25312e+08,1.80864e+08,1.69248e+08,2.25961e+08,1.81704e+08
412,1.70018e+08,2.23526e+08,1.71667e+08,1.66268e+08,2.24893e+08,1.72602e+08
413,1.67732e+08,2.24633e+08,1.80842e+08,1.67778e+08,2.2676e+08,1.83434e+08
414,1.6983e+08,2.27682e+08,1.76455e+08,1.71583e+08,2.30273e+08,1.86477e+08
415,1.73008e+08,2.30092e+08,1.81346e+08,1.72584e+08,2.31571e+08,1.87415e+08
416,1.69635e+08,2.28059e+08,1.78915e+08,1.77053e+08,2.29312e+08,1.97597e+08
417,1.7441e+08,2.31383e+08,1.86583e+08,1.73533e+08,2.36305e+08,1.89681e+08
418,1.74839e+08,2.34094e+08,2.01397e+08,1.75188e+08,2.37427e+08,1.96506e+08
419,1.77644e+08,2.33424e+08,1.8573e+08,1.72589e+08,2.36232e+08,1.90675e+08
420,1.75777e+08,2.34888e+08,1.89976e+08,1.74637e+08,2.37813e+08,1.87803e+08
421,1.79004e+08,2.39445e+08,1.8951e+08,1.78964e+08,2.41189e+08,1.94817e+08
422,1.80825e+08,2.3979e+08,1.91459e+08,1.79969e+08,2.41342e+08,1.94564e+08
423,1.75642e+08,2.39402e+08,1.9384e+08,1.78858e+08,2.43432e+08,1.93818e+08
424,1.83452e+08,2.41811e+08,1.88453e+08,1.79881e+08,2.4678e+08,1.91191e+08
425,1.82976e+08,2.46691e+08,1.99343e+08,1.83817e+08,2.48923e+08,2.01844e+08
426,1.81498e+08,2.44726e+08,1.97228e+08,1.82089e+08,2.49055e+08,1.99952e+08
427,1.85828e+08,2.47331e+08,1.94072e+08,1.85655e+08,2.4977e+08,2.00995e+08
428,1.88528e+08,2.53791e+08,2.04304e+08,1.90448e+08,2.5586e+08,2.01167e+08
429,1.9416e+08,2.54292e+08,2.03023e+08,1.89716e+08,2.5531e+08,2.09035e+08
430,1.89687e+08,2.5513e+08,2.04111e+08,1.92607e+08,2.57646e+08,2.06585e+08
431,1.91854e+08,2.562e+08,2.19096e+08,1.92463e+08,2.58703e+08,2.08033e+08
432,1.88103e+08,2.58044e+08,1.88923e+08,1.91731e+08,2.58367e+08,2.06988e+08
433,1.98528e+08,2.61995e+08,2.10152e+08,1.96342e+08,2.65448e+08,2.1391e+08
434,1.93498e+08,2.60215e+08,2.03343e+08,1.94811e+08,2.64454e+08,2.12577e+08
435,1.92518e+08,2.6064e+08,2.13032e+08,1.98818e+08,2.65155e+08,2.19163e+08
436,1.9776e+08,2.67759e+08,2.09536e+08,2.00198e+08,2.69847e+08,2.09843e+08
437,2.00655e+08,2.68018e+08,2.15708e+08,2.01776e+08,2.70045e+08,2.20805e+08
438,2.01377e+08,2.69806e+08,2.11959e+08,2.05517e+08,2.73002e+08,2.17389e+08
439,1.9857e+08,2.73862e+08,2.28176e+08,2.01321e+08,2.77137e+08,2.32342e+08
440,2.03962e+08,2.74613e+08,2.03053e+08,1.99555e+08,2.7456e+08,2.14923e+08
441,2.09959e+08,2.75514e+08,2.22487e+08,2.07688e+08,2.81809e+08,2.27424e+08
442,2.07464e+08,2.77319e+08,2.2365e+08,2.09456e+08,2.81746e+08,2.27708e+08
443,2.06298e+08,2.77514e+08,2.24226e+08,2.08737e+08,2.81353e+08,2.29229e+08
444,2.1256e+08,2.83274e+08,2.18129e+08,2.04863e+08,2.87531e+08,2.25925e+08
445,2.09493e+08,2.7938e+08,2.2418e+08,2.11773e+08,2.84336e+08,2.31095e+08
446,2.17586e+08,2.86665e+08,2.19032e+08,2.12074e+08,2.89356e+08,2.29873e+08
447,2.15364e+08,2.88137e+08,2.26083e+08,2.18924e+08,2.88538e+08,2.32681e+08
448,2.11538e+08,2.87853e+08,2.5352e+08,2.37821e+08,2.90953e+08,2.69694e+08
449,2.15774e+08,2.9098e+08,2.31818e+08,2.1639e+08,2.95001e+08,2.40022e+08
450,2.18448e+08,2.90438e+08,2.25793e+08,2.17227e+08,2.92312e+08,2.38341e+08
451,2.20524e+08,2.93159e+08,2.33236e+08,2.2038e+08,2.97406e+08,2.43584e+08
452,2.16198e+08,2.93928e+08,2.30259e+08,2.18931e+08,2.97176e+08,2.33374e+08
453,2.24067e+08,2.96603e+08,2.34362e+08,2.22082e+08,3.0082e+08,2.43275e+08
454,2.28213e+08,3.00305e+08,2.38747e+08,2.26634e+08,3.05095e+08,2.43927e+08
455,2.46005e+08,2.98398e+08,2.70039e+08,2.37501e+08,3.02248e+08,2.59159e+08
456,2.28223e+08,3.03297e+08,2.32591e+08,2.28075e+08,3.09608e+08,2.39755e+08
457,2.28469e+08,3.07421e+08,2.45518e+08,2.2961e+08,3.10413e+08,2.5342e+08
458,2.32098e+08,3.09302e+08,2.40804e+08,2.32966e+08,3.12666e+08,2.48248e+08
459,2.34159e+08,3.09294e+08,2.51816e+08,2.34313e+08,3.16657e+08,2.57803e+08
460,2.34926e+08,3.12881e+08,2.39505e+08,2.34342e+08,3.1722e+08,2.44606e+08
461,2.35029e+08,3.13906e+08,2.54056e+08,2.33517e+08,3.17519e+08,2.59416e+08
462,2.3479e+08,3.12731e+08,2.45069e+08,2.31611e+08,3.17644e+08,2.56173e+08
463,2.38402e+08,3.21455e+08,2.5921e+08,2.40669e+08,3.23084e+08,2.61523e+08
464,2.3642e+08,3.17544e+08,2.39988e+08,2.32976e+08,3.21017e+08,2.52833e+08
465,2.42661e+08,3.23157e+08,2.58964e+08,2.39608e+08,3.28388e+08,2.70235e+08
466,2.42689e+08,3.2287e+08,2.5755e+08,2.37465e+08,3.29253e+08,2.64977e+08
467,2.43262e+08,3.26886e+08,2.61886e+08,2.44738e+08,3.31677e+08,2.69431e+08
468,2.479e+08,3.30366e+08,2.65654e+08,2.44001e+08,3.33016e+08,2.6213e+08
469,2.48154e+08,3.3183e+08,2.66787e+08,2.49128e+08,3.36814e+08,2.76401e+08
470,2.50205e+08,3.347e+08,2.84151e+08,2.51661e+08,3.40538e+08,2.77733e+08
471,2.53912e+08,3.35813e+08,2.69306e+08,2.5011e+08,3.39802e+08,2.77022e+08
472,2.52874e+08,3.36766e+08,2.51583e+08,2.51441e+08,3.41832e+08,2.66157e+08
473,2.51737e+08,3.37328e+08,2.71809e+08,2.52541e+08,3.41122e+08,2.81025e+08
474,2.53757e+08,3.44557e+08,2.65682e+08,2.54016e+08,3.45166e+08,2.78289e+08
475,2.53576e+08,3.43602e+08,2.75768e+08,2.55416e+08,3.4555e+08,2.86868e+08
476,2.59502e+08,3.50874e+08,2.70008e+08,2.58499e+08,3.49691e+08,2.75836e+08
477,2.57062e+08,3.48968e+08,2.80195e+08,2.6093e+08,3.5098e+08,2.88754e+08
478,2.57188e+08,3.51592e+08,2.74385e+08,2.64839e+08,3.57527e+08,2.83347e+08
479,2.75378e+08,3.55198e+08,2.83723e+08,2.67476e+08,3.60338e+08,2.95367e+08
480,2.61659e+08,3.52359e+08,2.79287e+08,2.85534e+08,3.58142e+08,3.06543e+08
481,2.6779e+08,3.61784e+08,2.89426e+08,2.65916e+08,3.59416e+08,2.97102e+08
482,2.74959e+08,3.5797e+08,3.09308e+08,2.70023e+08,3.66517e+08,3.08538e+08
483,2.73307e+08,3.61789e+08,2.90011e+08,2.71092e+08,3.68958e+08,3.0248e+08
484,2.72783e+08,3.64158e+08,2.82879e+08,2.71213e+08,3.67443e+08,2.8649e+08
485,2.73989e+08,3.66417e+08,2.9145e+08,2.71163e+08,3.68636e+08,3.00845e+08
486,2.71667e+08,3.64549e+08,3.09675e+08,2.68878e+08,3.69345e+08,3.08442e+08
487,2.70252e+08,3.70539e+08,2.95454e+08,2.78083e+08,3.76257e+08,3.04177e+08
488,2.75765e+08,3.68632e+08,2.77384e+08,2.7145e+08,3.72308e+08,2.92254e+08
489,2.79752e+08,3.76509e+08,3.06689e+08,2.85613e+08,3.82163e+08,3.14386e+08
490,2.78183e+08,3.73472e+08,2.96068e+08,2.75601e+08,3.78781e+08,3.03178e+08
491,2.79926e+08,3.77893e+08,3.0856e+08,2.90284e+08,3.87383e+08,3.16896e+08
492,2.76849e+08,3.77873e+08,2.97233e+08,2.83839e+08,3.8512e+08,3.02068e+08
493,2.89049e+08,3.82846e+08,3.04684e+08,2.86824e+08,3.91081e+08,3.13321e+08
494,2.89582e+08,3.85569e+08,3.00761e+08,3.0011e+08,3.90875e+08,3.20671e+08
495,2.93408e+08,3.88888e+08,3.11126e+08,2.8902e+08,3.94699e+08,3.19214e+08
496,2.91954e+08,3.89453e+08,2.90695e+08,2.88463e+08,3.93745e+08,3.1361e+08
497,2.91627e+08,3.92142e+08,3.12574e+08,2.92288e+08,3.97555e+08,3.24434e+08
498,2.90467e+08,3.9447e+08,3.11699e+08,2.94284e+08,3.99348e+08,3.21776e+08
499,2.95996e+08,3.95684e+08,3.19468e+08,2.98704e+08,4.01979e+08,3.28234e+08
500,2.97767e+08,4.04391e+08,3.17406e+08,3.01161e+08,4.03355e+08,3.16454e+08
501,3.02056e+08,4.04423e+08,3.26864e+08,3.00554e+08,4.08652e+08,3.36727e+08
502,3.03652e+08,4.04878e+08,3.16924e+08,2.99912e+08,4.11139e+08,3.29445e+08
503,3.15521e+08,4.08025e+08,3.51563e+08,3.14646e+08,4.1161e+08,3.60429e+08
504,3.00666e+08,4.0829e+08,3.07624e+08,3.07143e+08,4.12693e+08,3.23995e+08
505,3.10303e+08,4.11913e+08,3.56274e+08,3.10222e+08,4.16171e+08,3.63987e+08
506,3.01267e+08,4.10556e+08,3.40112e+08,3.07665e+08,4.16055e+08,3.41409e+08
507,3.04786e+08,4.18971e+08,3.49258e+08,3.11338e+08,4.22717e+08,3.48476e+08
508,2.96182e+08,4.15731e+08,3.5341e+08,3.08351e+08,4.24027e+08,3.30012e+08
509,3.15116e+08,4.27012e+08,3.69439e+08,3.15366e+08,4.288e+08,3.49537e+08
510,3.16014e+08,4.24333e+08,3.45964e+08,3.1444e+08,4.30144e+08,3.62831e+08
511,3.14032e+08,4.24983e+08,3.3607e+08,3.1557e+08,4.30312e+08,3.59468e+08
512,3.4531e+08,4.28202e+08,3.95121e+08,3.94315e+08,4.38195e+08,4.06761e+08
