size,ijk_float,jki_float,kij_float,ijk_double,jki_double,kij_double
306,2.86979e+09,2.8014e+09,2.2513e+09,2.35304e+09,2.31084e+09,1.90357e+09
307,3.17324e+09,2.55919e+09,2.17496e+09,2.61254e+09,2.39853e+09,1.75377e+09
308,3.18344e+09,2.71285e+09,2.0489e+09,2.76272e+09,2.36526e+09,2.03107e+09
309,3.05149e+09,2.83389e+09,1.99505e+09,2.75696e+09,2.63732e+09,2.05241e+09
310,3.17876e+09,2.96171e+09,1.97479e+09,2.82554e+09,2.46859e+09,1.96772e+09
311,3.1536e+09,2.6506e+09,2.37473e+09,2.89139e+09,2.47878e+09,1.95422e+09
312,2.95134e+09,2.60247e+09,2.19519e+09,2.94778e+09,2.51525e+09,2.01159e+09
313,2.93706e+09,2.75961e+09,2.23925e+09,2.71811e+09,2.60597e+09,2.01944e+09
314,2.93447e+09,2.98891e+09,2.07405e+09,3.00896e+09,2.59044e+09,1.91517e+09
315,3.38085e+09,3.02789e+09,2.4183e+09,2.73509e+09,2.53342e+09,2.29042e+09
316,3.05327e+09,3.02621e+09,2.20565e+09,2.84609e+09,2.41082e+09,2.02638e+09
317,2.87679e+09,2.93182e+09,2.44882e+09,2.79207e+09,2.70555e+09,2.09278e+09
318,3.29267e+09,2.94902e+09,2.31805e+09,2.85427e+09,2.42532e+09,2.06866e+09
319,3.31777e+09,2.95122e+09,2.23309e+09,2.86609e+09,2.88761e+09,2.14834e+09
320,3.32698e+09,2.89235e+09,2.44079e+09,3.18472e+09,2.63909e+09,2.2726e+09
321,3.25389e+09,3.10045e+09,2.22809e+09,2.86676e+09,2.49207e+09,2.27043e+09
322,3.36014e+09,2.96319e+09,2.35839e+09,2.81442e+09,2.7643e+09,2.31909e+09
323,3.15193e+09,3.04186e+09,2.34773e+09,2.94933e+09,2.69012e+09,2.22986e+09
324,3.61899e+09,3.05688e+09,2.39615e+09,3.06107e+09,2.69198e+09,1.97139e+09
325,3.48025e+09,2.95855e+09,2.35257e+09,3.00748e+09,2.74753e+09,2.11627e+09
326,3.42846e+09,3.04323e+09,2.43229e+09,3.025e+09,2.73973e+09,2.01041e+09
327,3.15689e+09,3.0569e+09,2.42737e+09,3.12463e+09,2.74127e+09,2.36401e+09
328,3.59994e+09,3.32573e+09,2.06621e+09,3.08481e+09,2.96729e+09,2.03358e+09
329,3.54741e+09,3.05959e+09,2.43352e+09,3.09761e+09,2.83979e+09,2.55982e+09
330,4.03131e+09,3.43744e+09,2.29953e+09,3.32357e+09,2.59339e+09,2.38737e+09
331,3.55323e+09,3.22453e+09,2.33374e+09,3.30779e+09,2.71671e+09,2.32385e+09
332,3.78595e+09,3.41116e+09,2.45663e+09,3.05727e+09,2.78813e+09,2.36372e+09
333,3.67883e+09,3.34498e+09,2.65518e+09,3.16236e+09,2.86041e+09,2.57357e+09
334,3.51341e+09,3.3913e+09,2.48225e+09,3.08975e+09,2.83945e+09,2.40932e+09
335,3.47701e+09,3.38422e+09,2.48256e+09,3.23407e+09,2.91003e+09,2.21505e+09
336,3.56736e+09,3.38866e+09,2.33498e+09,3.10329e+09,2.96096e+09,2.50766e+09
337,3.83913e+09,3.4599e+09,2.4836e+09,3.21257e+09,2.9751e+09,2.45756e+09
338,3.80725e+09,3.47199e+09,2.58539e+09,3.2598e+09,2.90773e+09,2.48677e+09
339,3.87695e+09,3.14573e+09,2.4404e+09,3.17571e+09,3.06846e+09,2.52953e+09
340,3.75498e+09,3.70531e+09,2.59299e+09,3.23394e+09,3.12351e+09,2.23433e+09
341,3.55226e+09,3.20257e+09,3.02822e+09,3.3565e+09,3.01573e+09,2.82778e+09
342,3.84958e+09,3.39535e+09,2.78845e+09,3.15605e+09,2.99733e+09,2.66377e+09
343,3.81017e+09,3.37376e+09,2.58418e+09,3.29153e+09,3.05741e+09,2.57831e+09
344,3.91793e+09,3.44763e+09,2.64373e+09,3.46552e+09,3.15067e+09,2.06999e+09
345,3.90213e+09,3.74398e+09,2.65066e+09,3.52225e+09,3.11347e+09,2.52705e+09
346,3.93034e+09,3.39459e+09,2.71985e+09,3.5444e+09,3.13605e+09,2.53545e+09
347,3.8883e+09,3.79323e+09,2.78545e+09,3.42238e+09,3.21844e+09,2.60687e+09
348,3.69181e+09,3.87677e+09,2.89965e+09,3.5467e+09,3.06472e+09,2.6003e+09
349,3.85034e+09,3.55895e+09,2.83597e+09,3.49618e+09,3.20627e+09,2.61879e+09
350,4.11226e+09,3.6124e+09,2.78253e+09,3.53569e+09,3.38153e+09,2.58587e+09
351,4.02016e+09,3.61352e+09,2.90618e+09,3.38567e+09,3.23133e+09,2.68189e+09
352,4.19433e+09,3.86276e+09,2.67171e+09,3.5096e+09,3.14656e+09,2.76029e+09
353,4.04553e+09,3.70734e+09,2.82111e+09,3.63131e+09,3.30085e+09,2.58786e+09
354,4.08386e+09,3.94161e+09,3.09907e+09,3.6312e+09,2.97771e+09,2.87963e+09
355,4.49673e+09,3.44335e+09,3.02332e+09,3.38439e+09,3.34014e+09,3.07878e+09
356,4.34877e+09,3.90572e+09,2.90956e+09,3.50664e+09,3.57289e+09,2.29379e+09
357,4.43172e+09,3.78387e+09,2.76634e+09,3.71824e+09,3.32513e+09,2.74951e+09
358,4.41963e+09,3.55183e+09,2.79998e+09,3.67392e+09,3.4304e+09,2.75842e+09
359,4.40356e+09,3.46198e+09,2.95228e+09,3.62202e+09,3.30725e+09,2.72943e+09
360,4.241e+09,4.15309e+09,2.69187e+09,3.90997e+09,3.29323e+09,2.60719e+09
361,4.07436e+09,4.01397e+09,2.93392e+09,3.82275e+09,3.54295e+09,2.66259e+09
362,4.3613e+09,4.01119e+09,2.79156e+09,3.76004e+09,3.44629e+09,2.52025e+09
363,4.62345e+09,3.84366e+09,3.02379e+09,3.70466e+09,3.54738e+09,2.8496e+09
364,4.28309e+09,4.40072e+09,2.86757e+09,3.88677e+09,3.36146e+09,2.71934e+09
365,4.36514e+09,4.06322e+09,2.97701e+09,3.9394e+09,3.56629e+09,2.93059e+09
366,4.2969e+09,4.09868e+09,2.90843e+09,3.84815e+09,3.7422e+09,2.91277e+09
367,4.15935e+09,4.02841e+09,3.05621e+09,4.06654e+09,3.61644e+09,2.72453e+09
368,4.56554e+09,4.05626e+09,2.76769e+09,3.9191e+09,3.35309e+09,3.02848e+09
369,4.56017e+09,4.03859e+09,3.2515e+09,3.93806e+09,3.34021e+09,2.90887e+09
370,4.53248e+09,4.21786e+09,3.12191e+09,3.80961e+09,3.61637e+09,2.95827e+09
371,4.3218e+09,4.29308e+09,3.11607e+09,3.95258e+09,3.71822e+09,2.94083e+09
372,4.17134e+09,4.27197e+09,3.3977e+09,4.10343e+09,3.48324e+09,2.85412e+09
373,4.64349e+09,4.28521e+09,3.00864e+09,3.93265e+09,3.78909e+09,2.74115e+09
374,4.63593e+09,4.19887e+09,2.99349e+09,3.84133e+09,3.93522e+09,2.8e+09
375,4.5192e+09,4.22054e+09,3.42736e+09,3.96533e+09,3.90024e+09,3.20738e+09
376,4.67946e+09,4.48799e+09,3.202e+09,4.06184e+09,3.94478e+09,2.59922e+09
377,4.70682e+09,4.32473e+09,3.14712e+09,4.28886e+09,3.81521e+09,2.8793e+09
378,4.66499e+09,4.40775e+09,3.29896e+09,4.14974e+09,3.55644e+09,3.06239e+09
379,4.77848e+09,4.34086e+09,3.26314e+09,4.23599e+09,3.77109e+09,3.05771e+09
380,4.95816e+09,4.30944e+09,3.39969e+09,3.82203e+09,3.76427e+09,2.69428e+09
381,4.98232e+09,4.26229e+09,3.7101e+09,4.00005e+09,3.70078e+09,3.22317e+09
382,4.90697e+09,4.27498e+09,3.33307e+09,4.35213e+09,3.8953e+09,2.91446e+09
383,5.17408e+09,4.60847e+09,3.17466e+09,4.20472e+09,3.91629e+09,2.95758e+09
384,5.26829e+09,4.29198e+09,3.89334e+09,4.26752e+09,3.72004e+09,3.20008e+09
385,4.97875e+09,4.52029e+09,3.52063e+09,4.08267e+09,3.87285e+09,3.10037e+09
386,4.97237e+09,4.43667e+09,3.42412e+09,4.09206e+09,3.95272e+09,3.17933e+09
387,5.17288e+09,4.6013e+09,3.34405e+09,4.23474e+09,3.83439e+09,3.05694e+09
388,5.03532e+09,4.67164e+09,3.46489e+09,4.22762e+09,3.85862e+09,2.79566e+09
389,5.10908e+09,4.62671e+09,3.59638e+09,4.33652e+09,3.75505e+09,3.01385e+09
390,5.19558e+09,4.78512e+09,3.38604e+09,4.34057e+09,3.87721e+09,3.08594e+09
391,5.40016e+09,4.83914e+09,3.30327e+09,4.32104e+09,3.94076e+09,2.96701e+09
392,5.0868e+09,4.40812e+09,3.3224e+09,4.51116e+09,3.80753e+09,2.98293e+09
393,5.54452e+09,4.66915e+09,3.51159e+09,4.25387e+09,4.01395e+09,3.02057e+09
394,5.21661e+09,4.67283e+09,3.40012e+09,4.70769e+09,3.83767e+09,3.01898e+09
395,5.22601e+09,4.60028e+09,3.66463e+09,4.2035e+09,4.06555e+09,3.15824e+09
396,5.30107e+09,4.80301e+09,3.48942e+09,4.3409e+09,4.07437e+09,2.9988e+09
397,5.15247e+09,4.78871e+09,3.58014e+09,4.56002e+09,3.90897e+09,3.16573e+09
398,5.19992e+09,4.89052e+09,3.48547e+09,4.65064e+09,3.89175e+09,3.02646e+09
399,5.54973e+09,4.68554e+09,3.83234e+09,4.47813e+09,3.88633e+09,3.06632e+09
400,5.44763e+09,4.68423e+09,3.58215e+09,4.2747e+09,4.20515e+09,3.17644e+09
401,5.21294e+09,4.75245e+09,3.85519e+09,4.52618e+09,3.85116e+09,3.33284e+09
402,5.61483e+09,4.97447e+09,3.72913e+09,4.57979e+09,3.83124e+09,3.0042e+09
403,5.44306e+09,4.61415e+09,3.70637e+09,4.65861e+09,4.27006e+09,3.19248e+09
404,5.51088e+09,4.93833e+09,3.67585e+09,4.6563e+09,4.07438e+09,2.96358e+09
405,5.34762e+09,4.97392e+09,3.81602e+09,4.63807e+09,4.09667e+09,3.14201e+09
406,5.33908e+09,5.0393e+09,3.65344e+09,4.71799e+09,4.07018e+09,3.01349e+09
407,5.43738e+09,4.92069e+09,3.57102e+09,4.72584e+09,4.16781e+09,3.27663e+09
408,5.48376e+09,4.76566e+09,3.89575e+09,4.76694e+09,4.12898e+09,3.01193e+09
409,5.66506e+09,4.68945e+09,3.65734e+09,4.75122e+09,4.0841e+09,3.56374e+09
410,5.72768e+09,4.91287e+09,3.8978e+09,4.89556e+09,4.01651e+09,3.72395e+09
411,5.65721e+09,4.90285e+09,4.13461e+09,4.61534e+09,4.12054e+09,3.32322e+09
412,5.73026e+09,4.94247e+09,3.74686e+09,4.85174e+09,3.99379e+09,3.30864e+09
413,5.64576e+09,5.25571e+09,4.07603e+09,4.49317e+09,4.18095e+09,3.38794e+09
414,5.67903e+09,5.1152e+09,4.12967e+09,4.72133e+09,4.29505e+09,3.21967e+09
415,5.79861e+09,4.93405e+09,3.72677e+09,4.96618e+09,4.22292e+09,3.37311e+09
416,6.02927e+09,5.0795e+09,3.65802e+09,4.72397e+09,4.03664e+09,3.35847e+09
417,5.84913e+09,5.23744e+09,3.80937e+09,4.71611e+09,4.20976e+09,3.48566e+09
418,6.04285e+09,5.16844e+09,4.16734e+09,4.84776e+09,4.07249e+09,3.48201e+09
419,6.12227e+09,5.26578e+09,3.9437e+09,4.75891e+09,4.16597e+09,3.11438e+09
420,6.15607e+09,5.32165e+09,3.81994e+09,4.94287e+09,4.09661e+09,3.20709e+09
421,6.2921e+09,5.06406e+09,3.99853e+09,4.83382e+09,4.18994e+09,3.36235e+09
422,5.92955e+09,5.59861e+09,3.91129e+09,4.81228e+09,4.19869e+09,3.24571e+09
423,5.76585e+09,5.24564e+09,4.04279e+09,4.92826e+09,4.31739e+09,3.41551e+09
424,5.84747e+09,5.33587e+09,3.72458e+09,5.16324e+09,4.51861e+09,3.12377e+09
425,5.94068e+09,5.53873e+09,4.06448e+09,4.8748e+09,4.38074e+09,3.38847e+09
426,6.07154e+09,5.06375e+09,4.15684e+09,5.07963e+09,4.31422e+09,3.3901e+09
427,6.20071e+09,5.3689e+09,4.13368e+09,5.02598e+09,4.2121e+09,3.30299e+09
428,6.35403e+09,5.4539e+09,4.18857e+09,4.87911e+09,4.20386e+09,3.25711e+09
429,6.05903e+09,5.33777e+09,4.2736e+09,4.81686e+09,4.54196e+09,3.34199e+09
430,6.42018e+09,5.43384e+09,4.09212e+09,5.03289e+09,4.46082e+09,3.29146e+09
431,6.03076e+09,5.35115e+09,4.32468e+09,4.92734e+09,4.53595e+09,3.39444e+09
432,6.29836e+09,5.60414e+09,3.97454e+09,5.07338e+09,4.41241e+09,3.38657e+09
433,6.28061e+09,5.32772e+09,4.24821e+09,4.98536e+09,4.36244e+09,3.66534e+09
434,6.26902e+09,5.49894e+09,4.33063e+09,5.06092e+09,4.34325e+09,3.32684e+09
435,6.2812e+09,5.45791e+09,4.44822e+09,5.21905e+09,4.22962e+09,3.42894e+09
436,6.51642e+09,5.37697e+09,4.0125e+09,5.30943e+09,4.32114e+09,3.35805e+09
437,6.29514e+09,5.73404e+09,4.36975e+09,5.14519e+09,4.07074e+09,3.54222e+09
438,6.66053e+09,5.61399e+09,4.1698e+09,5.01092e+09,4.29172e+09,3.57139e+09
439,6.32969e+09,5.72273e+09,4.46481e+09,5.07596e+09,4.4432e+09,3.70004e+09
440,6.54229e+09,5.76954e+09,3.9529e+09,4.96548e+09,4.52298e+09,3.41741e+09
441,6.54575e+09,5.71906e+09,4.11464e+09,4.91856e+09,4.52025e+09,3.52963e+09
442,6.42707e+09,5.86449e+09,4.14183e+09,5.06927e+09,4.53811e+09,3.50801e+09
443,6.59642e+09,5.45269e+09,4.17312e+09,5.29741e+09,4.25996e+09,3.65516e+09
444,6.65868e+09,5.80273e+09,4.20303e+09,4.97984e+09,4.53324e+09,3.38412e+09
445,6.51868e+09,5.71366e+09,4.45499e+09,5.15973e+09,4.45392e+09,3.41122e+09
446,6.61152e+09,5.62838e+09,4.42975e+09,5.08447e+09,4.64362e+09,3.51672e+09
447,6.76246e+09,5.74432e+09,4.09525e+09,5.24167e+09,4.61901e+09,3.40595e+09
448,6.8903e+09,5.63595e+09,4.66421e+09,5.44859e+09,4.45718e+09,3.63188e+09
449,6.95685e+09,5.4452e+09,4.48008e+09,5.14052e+09,4.54723e+09,3.59219e+09
450,7.0697e+09,6.05929e+09,4.1457e+09,5.16799e+09,4.55064e+09,3.27845e+09
451,6.91457e+09,5.81963e+09,4.22616e+09,5.25234e+09,4.56042e+09,3.53434e+09
452,6.71448e+09,5.928e+09,4.55353e+09,5.25586e+09,4.59901e+09,3.36742e+09
453,6.97007e+09,5.84362e+09,4.63459e+09,5.14038e+09,4.49578e+09,3.48106e+09
454,6.57174e+09,5.74077e+09,4.42889e+09,5.27409e+09,4.62538e+09,3.72721e+09
455,7.0566e+09,5.72717e+09,5.05874e+09,5.23811e+09,4.45505e+09,3.54358e+09
456,6.87463e+09,6.0639e+09,4.28661e+09,5.12843e+09,4.57354e+09,3.26763e+09
457,7.00963e+09,5.91688e+09,4.50123e+09,5.27193e+09,4.45953e+09,3.5778e+09
458,7.29631e+09,5.99338e+09,4.41249e+09,5.08737e+09,4.43283e+09,3.4945e+09
459,6.75776e+09,5.76821e+09,4.59057e+09,5.19059e+09,4.76499e+09,3.59522e+09
460,6.77227e+09,6.00402e+09,4.55851e+09,5.17923e+09,4.5573e+09,3.59675e+09
461,6.90003e+09,5.82445e+09,4.70712e+09,5.27747e+09,4.49584e+09,3.56638e+09
462,7.2386e+09,5.99745e+09,4.68184e+09,5.10066e+09,4.42602e+09,3.6016e+09
463,7.0511e+09,6.26343e+09,4.53105e+09,5.30538e+09,4.67449e+09,3.38392e+09
464,7.17014e+09,6.08808e+09,4.2461e+09,5.39726e+09,4.61432e+09,3.48792e+09
465,7.11219e+09,6.35221e+09,4.4686e+09,5.49016e+09,4.50004e+09,3.44706e+09
466,7.18656e+09,6.06575e+09,4.82132e+09,5.1684e+09,4.56583e+09,3.55919e+09
467,7.3821e+09,6.09441e+09,4.63729e+09,5.10867e+09,4.68228e+09,3.61975e+09
468,7.27221e+09,6.31109e+09,4.54821e+09,5.40517e+09,4.38281e+09,3.34896e+09
469,7.09113e+09,5.83404e+09,4.86508e+09,5.18467e+09,4.84705e+09,3.51448e+09
470,7.10751e+09,6.31715e+09,5.06224e+09,5.13384e+09,4.4512e+09,3.55393e+09
471,7.07063e+09,6.12404e+09,4.55442e+09,5.54468e+09,4.85914e+09,3.35689e+09
472,7.36348e+09,6.18996e+09,4.48614e+09,5.50692e+09,4.63097e+09,3.19962e+09
473,7.67522e+09,5.65733e+09,4.7878e+09,5.3922e+09,4.50206e+09,3.54556e+09
474,7.30956e+09,6.34216e+09,4.69181e+09,5.41126e+09,4.3833e+09,3.73035e+09
475,7.41061e+09,6.28448e+09,4.44599e+09,5.32967e+09,4.64689e+09,3.57162e+09
476,7.57631e+09,6.50463e+09,4.45849e+09,5.13643e+09,4.70819e+09,3.33957e+09
477,7.53643e+09,6.09616e+09,4.69009e+09,5.59513e+09,4.53081e+09,3.39817e+09
478,7.25661e+09,6.27599e+09,4.76142e+09,5.43662e+09,4.6589e+09,3.34212e+09
479,7.68052e+09,6.2837e+09,4.44908e+09,5.43693e+09,4.46369e+09,3.5133e+09
480,7.57907e+09,6.06281e+09,4.58475e+09,5.51019e+09,4.74906e+09,3.61502e+09
481,7.60919e+09,6.41633e+09,4.80413e+09,5.41917e+09,4.47364e+09,3.27805e+09
482,7.66484e+09,6.37679e+09,4.96956e+09,5.40322e+09,4.35242e+09,3.60205e+09
483,7.44639e+09,6.47116e+09,4.76478e+09,5.1674e+09,4.68442e+09,3.61562e+09
484,7.76628e+09,6.42299e+09,4.47531e+09,5.42592e+09,4.50186e+09,3.38867e+09
485,8.08139e+09,6.34775e+09,4.64077e+09,5.36767e+09,4.53731e+09,3.34476e+09
486,8.08624e+09,6.29526e+09,4.87759e+09,5.24073e+09,4.6547e+09,3.47275e+09
487,7.79525e+09,6.38969e+09,4.65072e+09,5.55654e+09,4.41252e+09,3.5026e+09
488,8.09471e+09,6.14426e+09,4.46855e+09,5.51973e+09,4.64739e+09,3.30989e+09
489,7.48883e+09,6.51868e+09,4.62544e+09,5.75953e+09,4.61168e+09,3.36658e+09
490,7.98269e+09,6.40086e+09,4.50406e+09,5.42011e+09,4.41609e+09,3.52098e+09
491,7.91211e+09,6.77976e+09,4.58344e+09,5.07292e+09,4.54849e+09,3.48028e+09
492,7.72194e+09,6.45886e+09,4.73053e+09,5.60667e+09,4.47022e+09,3.08522e+09
493,7.9926e+09,6.59629e+09,4.6277e+09,5.32891e+09,4.37065e+09,3.55518e+09
494,7.96491e+09,6.64182e+09,4.68004e+09,5.40531e+09,4.39471e+09,3.40003e+09
495,7.48721e+09,6.45377e+09,4.93565e+09,5.6457e+09,4.54057e+09,3.41625e+09
496,8.00757e+09,6.54778e+09,4.3745e+09,5.72617e+09,4.56286e+09,3.35468e+09
497,7.89095e+09,6.68609e+09,4.63761e+09,5.3727e+09,4.49563e+09,3.54493e+09
498,8.04484e+09,6.56767e+09,4.95526e+09,5.21555e+09,4.51187e+09,3.30638e+09
499,8.03784e+09,6.37368e+09,4.84361e+09,5.49765e+09,4.61752e+09,3.38385e+09
500,8.07195e+09,6.7192e+09,4.72688e+09,5.32334e+09,4.52338e+09,3.29751e+09
501,8.06212e+09,6.8076e+09,4.76071e+09,5.30203e+09,4.42201e+09,3.44585e+09
502,8.00456e+09,6.51281e+09,4.6688e+09,5.54997e+09,4.45371e+09,3.39506e+09
503,8.00102e+09,6.61063e+09,5.25515e+09,5.34342e+09,4.28958e+09,3.37166e+09
504,8.19143e+09,6.8498e+09,4.44879e+09,5.35316e+09,4.57208e+09,3.23629e+09
505,8.04966e+09,6.4843e+09,4.97445e+09,5.47164e+09,4.2926e+09,3.39727e+09
506,8.03863e+09,6.6093e+09,4.82574e+09,5.5383e+09,4.29871e+09,3.44255e+09
507,8.24127e+09,6.45571e+09,5.21454e+09,5.43309e+09,4.37583e+09,3.30545e+09
508,8.05639e+09,6.91989e+09,5.22271e+09,5.29615e+09,4.28547e+09,3.02042e+09
509,8.06293e+09,6.82617e+09,4.94671e+09,5.39753e+09,4.31585e+09,3.2184e+09
510,8.23572e+09,6.61395e+09,4.92018e+09,5.31655e+09,4.45791e+09,3.27927e+09
511,7.96253e+09,6.74706e+09,4.8356e+09,5.41212e+09,4.50565e+09,3.32427e+09
512,8.22545e+09,6.50757e+09,5.1962e+09,5.62242e+09,4.11348e+09,3.41716e+09
513,8.13262e+09,6.70833e+09,4.75921e+09,5.30898e+09,4.19156e+09,3.65369e+09
